,ID,DATE,TARGET_YEAR,>4,3.5-4,3-3.5,2.5-3,2-2.5,1.5-2,1-1.5,0.5-1,0-0.5,<0,QUARTERS_AWAY,Prediction_Number,uncertainty,OnePeriodMvt,Reduction
124,411,2010-10-01,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0,6,0.56,0.06,0.14
125,411,2010-12-31,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,7,0.0,1.04,0.56
126,411,2010-01-01,2011,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.3,0.1,0.0,7,0,0.7,,
127,411,2010-04-01,2011,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.3,0.1,0.0,6,1,0.7,0.0,0.0
128,411,2010-10-01,2011,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.2,0.1,4,2,0.74,0.08,-0.04
129,411,2011-01-01,2011,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.35,0.15,0.05,3,3,0.72,0.03,0.02
130,411,2011-04-01,2011,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.35,0.15,0.05,2,4,0.72,0.0,0.0
131,411,2011-10-01,2011,0.0,0.0,0.0,0.05,0.9,0.05,0.0,0.0,0.0,0.0,0,5,0.185,1.085,0.535
132,411,2011-12-31,2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,6,0.0,1.815,0.185
133,411,2011-01-01,2012,0.0,0.0,0.0,0.0,0.03,0.25,0.45,0.14,0.1,0.03,7,0,0.704,,
134,411,2011-04-01,2012,0.0,0.0,0.0,0.0,0.03,0.25,0.45,0.14,0.1,0.03,6,1,0.704,0.0,0.0
135,411,2011-10-01,2012,0.0,0.0,0.0,0.05,0.2,0.3,0.3,0.15,0.0,0.0,4,2,0.755,0.067,-0.051
136,411,2012-07-01,2012,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,1,3,0.56,0.305,0.195
137,411,2012-10-01,2012,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0,4,0.255,0.105,0.305
138,411,2012-12-31,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,5,0.0,1.445,0.255
139,411,2012-07-01,2013,0.0,0.0,0.1,0.15,0.5,0.15,0.1,0.0,0.0,0.0,5,0,0.685,,
140,411,2012-10-01,2013,0.0,0.0,0.0,0.2,0.3,0.35,0.15,0.0,0.0,0.0,4,1,0.725,0.095,-0.04
141,411,2013-01-01,2013,0.0,0.0,0.0,0.05,0.1,0.35,0.35,0.1,0.05,0.0,3,2,0.73,0.115,-0.005
142,411,2013-04-01,2013,0.0,0.0,0.0,0.05,0.1,0.4,0.3,0.1,0.05,0.0,2,3,0.725,0.005,0.005
143,411,2013-07-01,2013,0.0,0.0,0.0,0.05,0.1,0.4,0.3,0.1,0.05,0.0,1,4,0.725,0.0,0.0
144,411,2013-12-31,2013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,5,0.0,0.675,0.725
145,411,2013-01-01,2014,0.0,0.0,0.0,0.05,0.1,0.35,0.35,0.1,0.05,0.0,7,0,0.73,,
146,411,2013-04-01,2014,0.0,0.0,0.0,0.05,0.1,0.4,0.3,0.1,0.05,0.0,6,1,0.725,0.005,0.005
147,411,2013-07-01,2014,0.0,0.0,0.0,0.05,0.1,0.4,0.3,0.1,0.05,0.0,5,2,0.725,0.0,0.0
148,411,2014-12-31,2014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,3,0.0,0.675,0.725
149,420,2007-01-01,2007,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.0,3,0,0.56,,
150,420,2007-04-01,2007,0.0,0.0,0.0,0.05,0.65,0.3,0.0,0.0,0.0,0.0,2,1,0.485,0.035,0.075
151,420,2007-07-01,2007,0.0,0.0,0.0,0.05,0.7,0.25,0.0,0.0,0.0,0.0,1,2,0.445,0.005,0.04
152,420,2007-10-01,2007,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0,3,0.46,0.005,-0.015
153,420,2007-12-31,2007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,4,0.0,1.54,0.46
154,420,2007-01-01,2008,0.0,0.0,0.0,0.15,0.6,0.25,0.0,0.0,0.0,0.0,7,0,0.555,,
155,420,2007-04-01,2008,0.0,0.0,0.0,0.05,0.65,0.3,0.0,0.0,0.0,0.0,6,1,0.485,0.015,0.07
156,420,2007-07-01,2008,0.0,0.0,0.0,0.05,0.6,0.35,0.0,0.0,0.0,0.0,5,2,0.515,0.005,-0.03
157,420,2007-10-01,2008,0.0,0.0,0.0,0.15,0.65,0.2,0.0,0.0,0.0,0.0,4,3,0.515,0.035,0.0
158,420,2008-01-01,2008,0.0,0.0,0.0,0.05,0.45,0.45,0.05,0.0,0.0,0.0,3,4,0.59,0.115,-0.075
159,420,2008-07-01,2008,0.0,0.0,0.0,0.05,0.45,0.45,0.05,0.0,0.0,0.0,1,5,0.59,0.0,0.0
160,420,2008-10-01,2008,0.0,0.0,0.0,0.25,0.6,0.15,0.0,0.0,0.0,0.0,0,6,0.555,0.155,0.035
161,420,2008-12-31,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,7,0.0,1.145,0.555
162,420,2008-01-01,2009,0.0,0.0,0.0,0.05,0.45,0.45,0.05,0.0,0.0,0.0,7,0,0.59,,
163,420,2008-07-01,2009,0.0,0.0,0.0,0.05,0.2,0.5,0.25,0.0,0.0,0.0,5,1,0.645,0.105,-0.055
164,420,2008-10-01,2009,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,4,2,0.56,0.295,0.085
165,420,2009-01-01,2009,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.0,3,3,0.54,0.02,0.02
166,420,2009-04-01,2009,0.0,0.0,0.0,0.0,0.25,0.6,0.15,0.0,0.0,0.0,2,4,0.555,0.365,-0.015
167,420,2009-07-01,2009,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,1,5,0.56,0.005,-0.005
168,420,2009-12-31,2009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,6,0.0,1.04,0.56
169,420,2009-01-01,2010,0.0,0.0,0.0,0.0,0.0,0.25,0.55,0.2,0.0,0.0,7,0,0.595,,
170,420,2009-04-01,2010,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,6,1,0.54,0.455,0.055
171,420,2009-07-01,2010,0.0,0.0,0.0,0.0,0.0,0.15,0.6,0.25,0.0,0.0,5,2,0.555,0.605,-0.015
172,420,2010-01-01,2010,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.3,0.0,0.0,3,3,0.54,0.005,0.015
173,420,2010-07-01,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,1,4,0.42,0.26,0.12
174,420,2010-10-01,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0,5,0.48,0.02,-0.06
175,420,2010-12-31,2010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,6,0.0,0.72,0.48
176,420,2010-01-01,2011,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.1,0.0,0.0,7,0,0.46,,
177,420,2010-07-01,2011,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.0,0.0,5,1,0.54,0.02,-0.08
178,420,2010-10-01,2011,0.0,0.0,0.0,0.0,0.0,0.25,0.65,0.1,0.0,0.0,4,2,0.505,0.005,0.035
179,420,2011-01-01,2011,0.0,0.0,0.0,0.0,0.0,0.25,0.6,0.15,0.0,0.0,3,3,0.555,0.005,-0.05
180,420,2011-04-01,2011,0.0,0.0,0.0,0.0,0.0,0.05,0.6,0.35,0.0,0.0,2,4,0.515,0.08,0.04
181,420,2011-07-01,2011,0.0,0.0,0.0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,1,5,0.66,0.665,-0.145
182,420,2011-10-01,2011,0.0,0.0,0.0,0.05,0.6,0.35,0.0,0.0,0.0,0.0,0,6,0.515,0.055,0.145
183,420,2011-12-31,2011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,7,0.0,1.485,0.515
184,420,2011-01-01,2012,0.0,0.0,0.0,0.0,0.05,0.45,0.45,0.05,0.0,0.0,7,0,0.59,,
185,420,2011-04-01,2012,0.0,0.0,0.0,0.0,0.05,0.25,0.6,0.1,0.0,0.0,6,1,0.565,0.065,0.025
186,420,2011-07-01,2012,0.0,0.0,0.0,0.0,0.15,0.4,0.4,0.05,0.0,0.0,5,2,0.655,0.075,-0.09
187,420,2011-10-01,2012,0.0,0.0,0.0,0.0,0.1,0.45,0.4,0.05,0.0,0.0,4,3,0.625,0.005,0.03
188,420,2012-01-01,2012,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,3,4,0.5,0.025,0.125
189,420,2012-04-01,2012,0.0,0.0,0.0,0.0,0.1,0.6,0.3,0.0,0.0,0.0,2,5,0.54,0.06,-0.04
190,420,2012-07-01,2012,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,1,6,0.46,0.62,0.08
191,420,2012-12-31,2012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1,7,0.0,1.14,0.46
192,420,2012-01-01,2013,0.0,0.0,0.0,0.0,0.25,0.6,0.15,0.0,0.0,0.0,7,0,0.555,,
193,420,2012-04-01,2013,0.0,0.0,0.0,0.0,0.35,0.45,0.2,0.0,0.0,0.0,6,1,0.635,0.035,-0.08
194,420,2012-07-01,2013,0.0,0.0,0.0,0.15,0.6,0.25,0.0,0.0,0.0,0.0,5,2,0.555,0.165,0.08
195,420,2013-01-01,2013,0.0,0.0,0.0,0.0,0.35,0.6,0.05,0.0,0.0,0.0,3,3,0.515,0.21,0.04
196,420,2013-04-01,2013,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,2,4,0.46,0.295,0.055
197,420,2013-07-01,2013,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1,5,0.32,0.62,0.14
